CODIGO	NOMBRE	DIRECCIO	PROV	CAN	PARR	SOSTENIM	NIVEL
12677	6 DE DICIEMBRE		13	22	51	1	2
12679	JUAN DE SALINAS		1	8	01	1	2
12681	LUIS COBOS MOSCOSO		1	8	01	1	2
12683	26 DE SEPTIEMBRE		13	16	51	1	2
12684	MANUEL PASTOR ANTON SANTANA		13	22	51	1	2
12685	FERNANDO DE ARAGON	SANTA ISABEL	1	8	01	1	2
12686	VITERBO LOOR MIRANDA		13	16	01	1	2
12687	LUPE GARCIA DE QUIJIJE		13	22	51	1	2
12688	20 DE ENERO	SANTA ISABEL	1	8	01	1	2
12689	JUAN PABLO I	LA MERCED	13	16	51	5	2
12690	CAMILO PONCE ENRIQUEZ		1	8	51	1	2
12691	JOSE JACINTO CARDENAS		13	16	01	1	2
12692	SIN NOMBRE (MONTABUY)		13	22	51	1	2
12693	JUAN M. JARAMILLO		1	8	51	1	2
12695	EULOGIO AMADEO RODRIGUEZ SEGOVIA		13	16	51	1	2
12696	SIN NOMBRE (SAN PABLO)		13	22	51	1	2
12697	RODRIGO NUÑEZ DE BONILLA		1	8	51	1	2
12699	AMADOR SARMIENTO		1	8	51	1	2
12701	MANUEL EUGENIO CARRASCO	ABDON CALDERON	1	8	51	1	2
12702	ANIBAL SAN ANDRES		13	16	51	1	2
12703	JACINTO VALERIANO		13	16	01	1	2
12704	SIN NOMBRE (CABUYAL)		13	22	51	1	2
12705	10 DE AGOSTO		1	8	51	1	2
12706	SIN NOMBRE (AMBACHE)		13	22	51	1	2
12708	JOSE FELIX VALDIVIESO		1	8	51	1	2
12709	FRANCISCO ALARCON CEVALLOS	JUAN MONTALVO	13	16	52	1	2
12711	VELASCO DE BENALCAZAR	ELOY ALFARO	13	14	57	1	2
12712	DIEGO NOBOA	DIEGO NOBOA Y DELFIN GOMEZ	13	16	52	1	2
12713	10 DE AGOSTO (LA LLORONA)		13	16	01	1	2
12714	MIGUEL HEREDIA CRESPO	CAMILO PONCE ENRIQUEZ	1	6	51	1	2
12715	AURELIO ESPINOZA POLIT		13	14	57	1	2
12716	ULISES SOTOMAYOR V.		1	6	51	1	2
12717	ABDON CALDERON (EL CAUCHO)		13	16	52	1	2
12718	JAIME ROLDOS AGUILERA (LOS TILLOS ADEN)		13	16	01	1	2
12719	1 DE ENERO		1	1	57	1	2
12721	GABRIEL GARCIA MORENO		13	16	52	1	2
12722	SAN MIGUEL DE LAS PALMERAS		1	6	01	1	2
12723	VICTOR GERARDO AGUILAR		1	6	51	1	1
12726	JULIO COBO HERNANDEZ (RIO PLATANO)		13	16	51	1	2
12727	16 DE ENERO		1	6	51	1	2
12728	16 DE JULIO	EL CARMEN DE PIJILI	1	8	52	1	2
12729	SIN NOMBRE (CORAZON DE JESUS)		13	16	52	1	2
12731	MANUELA CAÑIZARES		13	16	52	1	2
12732	LIZARDO GARCIA		1	8	52	1	2
12733	LA INMACULADA	CALLE QUITO Y BABAHOYO	12	3	01	1	2
12735	ANDRES LINO SUAREZ		13	16	52	1	2
12736	MANUEL IGNACIO TOBAR		1	8	52	1	2
12737	JUAN DE VELASCO	PUCARA	1	6	01	1	2
12738	VICTORIANO BARAHONA BAQUE		13	16	52	1	2
12739	JUAN CELIO SECAIRA	NEBARDO GOMEZ ENTRE ELOY A. Y EUGENIO E.	12	3	01	1	2
12740	CIUDAD DE MONTALVO	ATAHUALPA Y LEONIDAS PROAÑO	12	3	01	1	2
12741	6 DE SEPTIEMBRE		13	16	52	1	2
12742	25 DE DICIEMBRE		1	6	52	1	2
12743	EL COSMOPOLITA	10 DE AGOSTO Y 27 DE MAYO	12	3	01	1	2
12745	SIN NOMBRE (SAN JOSE DE LOS 3 RIOS)		13	16	53	1	2
12747	CENTINELA DEL AZUAY		1	6	51	1	2
12748	RIO AMAZONAS		13	16	52	1	2
12749	IBARRA		12	3	01	1	2
12750	ALFREDO PEREZ GUERRERO		1	6	01	1	2
12751	11 DE OCTUBRE		12	3	01	1	2
12753	POMPILIO ULLOA REYES		13	16	52	1	2
12754	21 DE JUNIO		1	6	01	1	2
12755	LOJA		12	3	01	1	2
12758	TULCAN		12	3	01	1	2
12761	21 DE SEPTIEMBRE		13	16	52	1	2
12762	WILFROTD MORA YEPEZ		12	3	01	1	2
12763	ECUADOR		1	6	01	1	2
12765	5 DE JUNIO (LA MOCORITA)		13	16	52	1	2
12768	LUIS SODIRO (PLANTEL CENTRAL)		13	16	53	1	2
12769	CAÑAR		12	3	01	1	2
12770	DANIEL BRITO DURAN		1	6	01	1	2
12771	GONZALO LIMONGI AVEIGA		13	16	52	1	2
12772	RAFAEL MORAN VALVERDE		12	3	01	1	2
12774	FAE	SAN RAFAEL DE ZHARUG	1	6	52	1	2
12775	ESTADOS UNIDOS		12	3	01	1	2
12776	8 DE DICIEMBRE		1	6	01	1	2
12777	REPUBLICA DOMINICANA		12	3	01	1	2
12778	CORNELIO VELEZ		1	6	01	1	2
12779	25 DE JULIO		1	6	01	1	2
12780	JOSE JOAQUIN DE OLMEDO		13	16	52	1	2
12781	JAIME ALVEAR MERCHAN		1	6	01	1	2
12782	25 DE JULIO		12	3	01	1	2
12783	ALCIBIADES AMOROSO BERNAL		1	6	01	1	2
12784	OEA		12	3	01	1	2
12785	POLIBIO REYES MERCHAN		1	6	01	1	2
12786	LEONARDO VIDAL BARZALLO		1	6	01	1	2
12787	HERNAN CORTEZ		12	3	01	1	2
12790	CABO MINACHO		1	6	01	1	2
12791	MUISNE		12	3	01	1	2
12793	ROSAURA MUÑOZ DE RIVADENEIRA		13	14	57	1	2
12794	SAN ALFONSO		1	6	01	1	2
12795	JOHN F. KENNEDY(PLANTEL CENTRAL)		12	3	01	1	2
12796	EUGENIO ESPEJO (5 DE JUNIO)		13	14	57	1	2
12797	VICTOR VILLAMARIN GOMEZ		12	3	01	1	2
12798	ALFREDO PEREZ GUERRERO		13	14	57	1	2
12799	ALBERTO DURAN CHICA		1	6	01	1	2
12800	6 DE DICIEMBRE		13	14	57	1	2
12801	ATI II PILLAHUAZO		12	3	01	1	2
12803	JUAN ANDRADE		1	6	51	1	2
12804	VIRACOCHA		12	3	01	1	2
12805	5 DE JUNIO		1	6	51	1	2
12806	JOSE VICENTE MAQUILON		12	3	01	1	2
12808	VICENTE ROCAFUERTE		1	6	01	1	2
12809	JOSE MARIA EGAS		12	3	01	1	2
12810	MIGUEL DE SANTIAGO		13	14	57	1	2
12813	DOMINGO SARMIENTO		12	3	01	1	2
12814	ANTONIO ELIAS CEDEÑO JERVES		13	14	57	1	2
12815	15 DE AGOSTO		1	6	52	1	2
12816	6 DE OCTUBRE		12	3	01	1	2
12817	QUITO PATRIMONIO DE LA HUMANIDAD		13	14	57	1	2
12818	BELISARIO SERRANO ABAD		1	6	52	1	2
12819	LAS CATILINARIAS		12	3	01	1	2
12820	11 DE SEPTIEMBRE		1	6	01	1	2
12821	CRISTOBAL VILLACIS TERAN		13	14	57	1	2
12822	VICTOR HIDALGO LEON		12	3	01	1	2
12824	25 DE DICIEMBRE		1	6	01	1	2
12825	HOMERO ORCES MENDOZA		13	14	57	1	2
12826	27 DE MAYO		12	3	01	1	2
12827	HEROES DE PANUPALI		1	6	52	1	2
12828	LUIS MALDONADO S.		1	6	52	1	2
12831	EL ORO		12	3	01	1	2
12832	ESTHER RODAS DE DURAN		1	6	01	1	2
12833	MAGDALENA DAVALOS		12	3	01	1	2
12834	PABLO GARCIA ALARCON		13	14	57	1	2
12835	SAGRADOS CORAZONES	AV. 3 DE NOVIEMBRE S/N.	1	1	11	4	1
12838	PEDRO UNDA	ZHAGLLI	1	8	53	1	1
12839	CIRA CLEOTILDE DELGADO		13	14	57	1	2
12840	CARLOS BARRAGAN AGUIAR		12	3	01	1	2
12841	UNION CAMPESINA		1	8	53	1	2
12842	SIMON BOLIVAR (AGUAS TURBIAS)		13	14	57	1	2
12843	BLANCA VILLAMARIN ORTIZ		12	3	01	1	2
12845	FRANCISCO ILLINGWORTH ICAZA		12	3	01	1	2
12846	IMBABURA		12	3	01	1	2
12848	13 DE MARZO		12	3	01	1	2
12849	24 DE JUNIO		12	3	01	1	2
12850	EUGENIO ESPEJO (CAÑA BRAVA)		13	16	52	1	2
12851	MIGUEL SUAREZ SEMINARIO	1O DE AGOSTO  Y SEMINARIO  506	12	4	01	1	2
12852	ELOY ALFARO (EL ATASCOSO)		13	16	52	1	2
12853	FRANCISCO DE ORELLANA		13	16	52	1	2
12854	ESPAÑA  # 37	MIGUEL SUAREZ SEMINARIO    304	12	4	01	1	2
12855	GUILLERMO AROSEMENA CORONEL	ABDON CALDERON  Y HUMBERTO MOREIRA	12	4	01	1	2
12857	CAPITAN EDMUNDO CHIRIBOGA		13	14	57	1	2
12858	15 DE OCTUBRE		1	8	53	1	2
12859	PANAMA		12	4	01	1	2
12861	LOS CHAPULOS		12	4	01	1	2
12862	RUMIÑAHUI		13	14	57	1	2
12864	RICARDO MUÑOZ DAVILA		1	8	53	1	2
12865	HUMBERTO MOREIRA MARQUEZ		12	4	01	1	2
12868	DELIA NAVARRETE MURILLO		12	4	01	1	2
12870	PROVINCIA DEL CARCHI		12	4	01	1	2
12871	MANUELA CAÑIZARES		13	14	57	1	2
12872	GRAN COLOMBIA	MARIETA MERA Y SAN FCO.D.JESUS	12	4	51	1	2
12873	LEON DE LA PIEDRA		1	8	53	1	2
12874	SANTA TERESA		13	14	57	1	2
12875	MACAS		12	4	51	1	2
12877	12 DE OCTUBRE		1	8	53	1	2
12878	COSTA RICA		12	4	51	1	2
12879	BUENOS AIRES		13	14	57	1	2
12880	FIDEL EMILIO PARRALES		13	16	52	1	2
12881	ARENILLAS N°11		12	4	51	1	2
12882	BENJAMIN CARRION		1	8	53	1	2
12883	MANUEL FELIPE SERRANO		12	4	51	1	2
12884	24 DE JULIO		13	14	57	1	2
12886	LOS SHIRIS		12	4	51	1	2
12887	FRANCISCO DE ORELLANA		13	14	57	1	2
12888	5 DE AGOSTO		1	8	52	1	2
12890	ENRIQUE ZUNIGA NAVARRETE		12	4	51	1	2
12892	LEON DE FEBRES CORDERO N°52	CALLE TERCERA	12	4	52	1	2
12894	NUEVO IDEAL	ESPAÑA Y AV. VELASCO IBARRA	13	14	02	5	2
12895	ELOY ALFARO (EL TOPE)		13	14	57	1	2
12896	24 DE MAYO	BARRIO CENTRAL	12	4	52	1	2
12897	FRANCISCO CISNEROS		1	9	01	1	2
12898	CARLOS JULIO AROSEMENA TOLA		13	14	57	1	2
12899	BAQUERIZO MORENO	IGUALDAD Y SIXTO FIGUEROA	13	14	57	5	2
12900	ANTONIO MORENO Y ORTIZ		1	9	01	1	2
12903	MARIA MAZARELLO	SIGSIG	1	9	01	5	2
12904	HERACLITO ZAVALA		13	16	01	1	2
12908	DOMINGO SAVIO	SIGSIG	1	9	01	1	2
12910	PUERTO MACHALILLA		13	19	51	5	2
12911	ANTONIO MANCILLA		1	9	01	1	2
12914	JAIME ROLDOS AGUILERA (LOS LAURELES)		13	16	52	1	2
12915	ALFONSO PESANTEZ SALINAS		1	9	01	1	2
12917	OTHON ALAVA AGUILAR		12	4	52	1	2
12918	HERMANO MIGUEL	SIGSIG	1	9	01	1	2
12919	COMUNA SAN SEBASTIAN		1	9	01	1	2
12920	16 DE ABRIL	SIGSIG	1	9	01	1	2
12922	LUZ DE AMERICA		12	4	52	1	2
12923	VICENTE LEON		13	16	52	1	2
12924	TERESA DE JESUS TORRES		1	9	01	1	2
12926	GALO BURGOS   (CERRADA)		12	4	52	1	2
12927	TEOFILO TORRES		1	9	01	1	2
12928	ESCUELA DEL INSTITUTO PEDAGOGICO		12	1	54	1	2
12929	JAIME ROLDOS AGUILERA		12	4	52	1	2
12930	MIGUEL CORDERO DAVILA		1	9	01	1	2
12931	UNE DE LOS RIOS		12	1	54	1	2
12932	JAIME COLLANTES YANEZ		12	4	52	1	2
12934	DARIO C. GUEVARA (EXPERIMENTACION PEDAG)	MANZANAS B-3 B-4	12	1	04	1	2
12935	LUIS ANTONIO RODRIGUEZ		1	9	01	1	2
12936	HILDA MARQUEZ CEREZO		12	4	52	1	2
12937	ANTONIO FLORES JIJON		12	1	54	1	2
12938	ERNESTO LOPEZ	CUCHIL	1	9	51	1	2
12939	7 DE OCTUBRE		12	4	01	1	2
12940	PEDRO VICENTE MALDONADO		12	1	54	1	2
12941	GONZALO CORDOVA		12	1	54	1	2
12942	ECUADOR AMAZONICO	M.SUAREZ.9 DE OCTUBRE      311	12	4	01	5	2
12943	BOLIVAR BENIGNO JARA CANTOS		13	16	53	1	2
12944	JOSE LUIS TAMAYO		12	1	54	1	2
12945	MARCOS BENETAZZO		12	3	01	1	2
12946	PAQUISHA	10 DE AGOSTO Y SEMINARIO   500	12	4	01	5	2
12947	JOSE MEJIA LEQUERICA		12	3	01	1	2
12948	17 DE NOVIEMBRE	CALLE TERCERA	12	4	52	5	2
12949	LUZ DE AMERICA		12	3	01	1	2
12950	10 DE MAYO		12	3	01	1	2
12951	JUSTINO CORNEJO		12	4	52	1	2
12953	VICTORIA MOSQUERA MANCERO		12	3	01	1	2
12954	13 DE ABRIL		12	3	01	1	2
12955	AURORA ESTRADA Y AYALA		12	4	01	1	2
12956	CARLOS SEGUNDO HERNANDEZ HIDALGO		13	16	53	1	2
12957	JUAN MONTALVO	BABAHOYO ENTRE DAULE Y BOLIVAR	12	2	01	1	2
12958	MIGUEL DE CERVANTES	SUCRE ENTRE ROCAFUERTE Y URDANETA	12	2	01	1	2
12959	ABDON CALDERON	CALLE BOLIVAR #411	12	6	01	1	2
12960	EUGENIO ESPEJO	COOP.AUGUSTO PAZMIÑO	12	2	01	1	2
12961	ELIAS BRITO		1	9	51	1	2
12962	JOSE MARIA VELASCO IBARRA		13	16	53	1	2
12963	JUAN BENIGNO MALO		12	2	01	1	2
12964	SALINAS		12	2	01	1	2
12965	JOSE LUIS CRIOLLO QUITO		1	9	52	1	2
12966	CARCHI		12	2	01	1	2
12967	GABRIELA MISTRAL	FRANCISCO BURGOS	12	6	01	1	2
12968	MARCO ANTONIO TORAL VEGA		1	9	52	1	2
12969	PEDRO BALLADARES	CALLE BOLIVAR S/N	12	6	01	1	2
12970	JUAN JAVIER ESPINOZA		12	2	01	1	2
12971	MANUEL GUZMAN		1	9	52	1	2
12972	JOSE ARTIGAS		12	2	01	1	2
12973	CIUDAD DE BABAHOYO		12	6	01	1	2
12974	20 DE ABRIL		1	9	52	1	2
12976	GUATEMALA		12	2	01	1	2
12977	23 DE JUNIO		12	2	01	1	2
12978	REMIGIO ESTEVEZ DE TORAL	JIMA	1	9	52	1	2
12979	TARQUI		12	6	01	1	2
12980	REPUBLICA DE MEXICO		12	2	01	1	2
12981	LORENZO PIEDRA		1	9	52	1	2
12982	JOSE GILBERTO VACA		12	6	01	1	2
12983	LEONIDAS PLAZA GUTIERREZ		12	2	01	1	2
12984	JOSE FELIX GONZALEZ	GUEL	1	9	53	1	2
12985	PAULO FREIRE		12	2	01	1	2
12986	ANTONIO JOSE DE SUCRE		12	6	01	1	2
12987	VICENTE NATAN PERALTA		12	2	01	1	2
12988	21 DE NOVIEMBRE		13	16	53	1	2
12989	BRASIL		12	2	01	1	2
12990	PONCE DE LEON		12	6	01	1	2
12991	LUIS ISAAC ALARCON CORDERO		1	9	52	1	2
12992	24 DE MAYO		12	2	01	1	2
12993	NICOLAS VASCONEZ		12	2	01	1	2
12994	JAIME AURELIO COLOMA		12	6	01	1	2
12995	DIEGO ABAD DE CEPEDA		1	9	54	1	2
12996	GONZALO ESCUDERO		12	2	01	1	2
12997	9 DE OCTUBRE (PUEBLO NUEVO)		13	16	53	1	2
12998	GABRIEL GARCIA MORENO	ANTONIO GUERRA Y T.	12	6	51	1	2
12999	MARIA AUXILIADORA		1	9	54	1	2
13000	EL QUITENO LIBRE		12	2	01	1	2
13001	EUFEMIA BELTRAN CABRERA		1	9	54	1	2
13002	INTI RAYMI		12	2	01	1	2
13003	28 DE MAYO	CHIMBORAZO Y 28 DE MAYO	12	6	51	1	2
13004	LUIS VARGAS TORRES		12	2	01	1	2
13005	4 DE JUNIO		1	9	54	1	2
13006	LIZARDO CEDEÑO BARBERAN		13	16	53	1	2
13007	MERCEDES MOLINA	ANTONIO GUERRA	12	6	51	1	2
13008	MARTIN FIERRO		12	2	01	1	2
13009	MANUEL J. SALCEDO		1	9	54	1	2
13010	DOLORES VEINTIMILLA		12	2	01	1	2
13011	AGUSTIN BURGOS CERRO	CDLA. SAN JORGE	12	6	51	1	2
13012	MILAGRO		12	2	01	1	2
13013	LUIS BENIGNO TORRES		1	9	54	1	2
13014	NAHIN ISAIAS BARQUET		12	2	01	1	2
13015	6 DE OCTUBRE		12	6	51	1	2
13016	SAN JACINTO		13	16	01	5	2
13017	CARLOS MARX		12	2	01	1	2
13018	AGUSTIN IGLESIAS	LUDO	1	9	54	1	2
13019	LUIS URDANETA		12	6	51	1	2
13020	CULTURA AZTECA		12	2	01	1	2
13021	SEBASTIAN DE BENALCAZAR		12	6	51	1	2
13022	ASSAD BUCARAM		12	2	01	1	2
13023	12 DE FEBRERO		1	9	54	1	2
13025	OCTAVIO GERARDO ICAZA		12	6	51	1	2
13027	JUAN BAUTISTA VASQUEZ		1	9	55	1	2
13028	TUNGURAHUA		12	2	01	1	2
13029	ANTONIO ANTE		12	6	51	1	2
13030	GENERAL VILLAMIL	BARR CENTRAL GUARE	12	2	51	1	2
13031	JUAN JOSE FLORES #72		12	6	51	1	2
13032	JUAN MONTALVO (LA PALMITA)		13	16	52	1	2
13033	GERARDO MARTINEZ ESPINOZA		1	9	55	1	2
13034	FRANCISCO CAMPOS COELLO		12	2	51	1	2
13036	ENRIQUE ARIZAGA TORAL		1	9	55	1	2
13037	ZOILA UGARTE DE LANDIVAR		12	2	51	1	2
13039	NICOLAS CHANG LANG		12	6	51	1	2
13040	URUGUAY		12	2	51	1	2
13041	BABA #155		12	6	51	1	2
13042	SEVERO ESPINOZA		1	9	55	1	2
13043	VICTOR HUGO		12	2	51	1	2
13044	SEGUNDO PEDRO MACIAS CANTOS		13	16	01	1	2
13045	MEDARDO ANGEL SILVA		12	6	51	1	2
13046	BENJAMIN FRANKLIN		12	2	51	1	2
13047	ISAAC MARIA PEÑA	SAN JOSE DE RARANGA	1	9	56	1	2
13048	MARIETA DE VEINTIMILLA		12	6	51	1	2
13049	PEDRO PABLO GOMEZ		12	2	51	1	2
13050	CANTUNA		12	2	51	1	2
13051	10 DE SEPTIEMBRE		13	16	52	1	2
13052	5 DE MAYO		12	2	51	1	2
13053	JUDITH LUCRECIA ABAD OCHOA		1	9	56	1	2
13054	ERNESTO ALBAN		12	2	51	1	2
13055	ALFONSO AYORA		1	9	56	1	2
13056	MANUELA CANIZAREZ		12	2	51	1	2
13057	5 DE NOVIEMBRE		1	9	56	1	2
13059	JOSE INGENIEROS		12	2	51	1	2
13060	MIGUEL MORENO	SAN BARTOLOME	1	9	55	1	2
13061	AUGUSTO COMTE		12	2	51	1	2
13063	FRAY JODOKO RICKI		12	6	51	1	2
13064	REPUBLICA DE FRANCIA		12	2	51	1	2
13065	NELLY CEPEDA AVILES		12	2	51	1	2
13067	CULTURA PURUHA		12	2	51	1	2
13068	NORMA MARIÑO VILLAROEL (CERRADA)		12	2	51	1	2
13070	5 DE JUNIO	BARR CENTRAL	12	2	52	1	2
13073	JOSE DE VASCONCELLOS		12	2	52	1	2
13074	CUBA		12	2	52	1	2
13075	FEDERICO GONZALEZ SUAREZ		13	16	52	1	2
13076	LATACUNGA		12	2	52	1	2
13078	GUARANDA		12	2	52	1	2
13079	MANUELA GARAICOA DE CALDERON		12	2	52	1	2
13080	GALO PLAZA LASSO		13	16	51	1	2
13081	6 DE DICIEMBRE		12	2	52	1	2
13082	PROGRESO #1		12	9	01	5	2
13083	BALZAR #227		12	2	52	1	2
13085	REPUBLICA DEL ECUADOR		12	2	52	1	2
13088	DIEGO DE TAPIA		12	2	52	1	2
13089	SAN RAFAEL		12	8	01	1	2
13091	SIN NOMBRE (RIO PLATANO)		13	16	52	1	2
13093	ANGEL SUAREZ CARRERA		12	2	52	1	2
13096	NORBERTO PACHECO RODRIGUEZ		13	16	51	1	2
13101	ISIDRO AYORA CUEVA	LUIS FLORENCIO             112	12	7	01	1	2
13108	JACINTO ZAMBRANO COELLO		12	8	01	1	2
13109	JULIO H. MUNOZ	RICAURTE Y 10 AGOSTO	12	8	01	1	2
13111	LAURA CARBO	LUIS FLORENCIO Y SUCRE     114	12	7	01	1	2
13112	TARQUINO HERNANDEZ		12	9	01	1	2
13113	ISABEL LA CATOLICA	BOLIVAR 201 GRAL BARONA    201	12	1	01	1	2
13114	RIGOBERTO TAYNYS CARRANZA		12	9	01	1	2
13115	AURORA ESTRADA Y AYALA	10 DE AGOSTO Y BOLIVAR    612	12	1	02	1	2
13116	ADOLFO JURADO GONZALES	SEMINARIO Y VELASCO IBARRA	12	7	01	1	2
13117	AURORA UBILLA PACHECO		12	9	01	1	2
13118	JOSE MIGUEL GARCIA MORENO	CDLA EL MAMEY	12	1	01	1	2
13119	CASPICARA		12	9	01	1	2
13120	LETAMENDI		12	9	01	1	2
13121	18 DE MAYO	BOLIVAR Y G BARONA         201	12	1	01	1	2
13123	FCO.HUERTA RENDON(PLANTEL MATRIZ)	CALL.JUAN VERDESOTO Y BY PASS	12	1	01	1	2
13124	PABLO ANIBAL VELA		12	9	01	1	2
13125	13 DE ABRIL	RICARDO ASTUDILLO Y VELASCO IBARRA	12	7	01	1	2
13126	ODILO AGUILAR PAZMINO	10 DE AGOSTO Y BOLIVAR	12	1	01	1	2
13128	PEDRO CARBO		12	8	01	1	2
13129	ASILO SAN JOSE	AV UNIVERSITARIA	12	1	01	1	2
13130	REAL AUDIENCIA DE QUITO	9 DE OCTUBRE Y 28 DE MAYO	12	7	01	1	2
13131	JOSE PROANO ESPINOZA		12	9	01	1	2
13132	BABAHOYO	9 DE OCTUBRE ELOY ALFARO	12	1	01	1	2
13134	FRANCISCO JAVIER AGUIRRE ABAD	9 DE OCTUBRE Y ELOY ALFARO	12	1	01	1	2
13135	EUGENIO DE SANTA CRUZ Y ESPEJO(CERRADA)G		12	9	01	1	2
13137	ALMIRANTE COLON		12	8	01	1	2
13138	N. CLEMENTE PONCE		12	6	51	1	2
13139	REPUBLICA DEL ECUADOR	COOP.10 DE NOVIEMBRE	12	7	01	1	2
13140	ROSARITO OLVERA		12	9	01	1	2
13141	JOSE ENRIQUE ZUNIGA NAVARRETE	CDLA EL MAMEY	12	1	01	1	2
13142	PINTAG		12	8	01	1	2
13143	4 DE MAYO	CDLA. 4 DE MAYO	12	1	01	1	2
13144	JOSE ANTONIO CAMPOS		12	6	51	1	2
13145	ARCADIO SOTO SANTANA	BARRIO EL PALMARIN	12	8	01	5	2
13147	MANUEL VILLAMARIN ORTIZ	CDLA UNIVERSITARIA	12	1	01	1	2
13148	MODESTO CHAVEZ FRANCO		12	6	51	1	2
13149	13 DE ABRIL		12	8	01	1	2
13150	10 DE NOVIEMBRE	10 DE AGOSTO	12	7	01	1	2
13151	CRISTOBAL COLON	9 DE OCTUBRE Y ROCAFUERTE  701	12	1	02	1	2
13153	27 DE MAYO	PRIMERO DE MAYO	12	1	02	1	2
13155	CIUDAD DE VENTANAS	JUAN MONTALVO Y 10 DE NOVIEMBRE	12	7	01	1	2
13156	CHONE		12	6	51	1	2
13157	ADOLFO MARIA ASTUDILLO	GRAL BARONA Y 1 DE MAYO	12	1	02	1	2
13159	SIN NOMBRE   [MOROCHO/ANT/SOTOMAYOR]		12	8	51	1	2
13160	JOSE MARIA VELASCO IBARRA	LUIS FLORENCIO Y 9 DE OCTUBRE	12	7	01	1	2
13162	JUAN E VERDESOTO	10 DE AGOSTO Y ELOY ALFARO	12	1	02	1	2
13163	PADRE MANUEL SESMA	URBANIZACION LAS CAMPIÑAS ASPIAZU	12	9	01	5	2
13164	YAGUACHI		12	6	51	1	2
13165	RUPERTO GAIBOR OLALLA	PRIMERO DE MAYO	12	1	02	1	2
13166	ATI II  PILLAHUAZO	COOP. DIEZ DE NOVIEMBRE	12	7	01	1	2
13168	PEDRO PORFIRIO POSLIGUA PEREZ	10 DE AGOSTO Y ELOY ALFARO	12	1	02	1	2
13169	CONE		12	6	51	1	2
13170	HUMBERTO MOREIRA MARQUEZ	9 DE OCTUBRE Y ROCAFUERTE	12	1	02	1	2
13171	5 DE JUNIO		12	9	01	1	2
13172	INSTITUTO PEDAGOGICO LOS RIOS		12	1	54	1	3
13173	AMAZONAS		12	7	01	1	2
13174	CAMILO PONCE ENRIQUEZ	BOLIVAR Y GRAL BARONA	12	1	01	1	2
13176	JUAN MONTALVO	MALECON Y ROCAFUERTE	12	1	02	1	2
13177	CARLOS ANDRADE MARIN		12	6	51	1	2
13179	PUEBLOVIEJO		12	7	01	1	2
13180	LIBERTADOR BOLIVAR		12	8	01	1	2
13181	CIRILO SUAREZ		12	6	51	1	2
13182	MACHINAZA		12	1	01	1	2
13184	ATAHUALPA		12	9	01	1	2
13185	ALFONSO BUSTAMANTE CASTRO		12	6	51	1	2
13186	YAGUARCOCHA		12	7	01	1	2
13187	MARTIN ICAZA ROLDOS		12	1	02	1	2
13188	ANA LONGO ALVAREZ		12	8	01	1	2
13189	GUILLERMO BAQUERIZO JIMENEZ		12	1	02	1	2
13190	HUMBERTO GARIBALDI TOSCANO SAONA		12	8	01	1	2
13191	AMADO NERVO  (CERRADA)		12	6	51	1	2
13193	AMAZONAS		12	1	02	1	2
13194	LUCITANIA AVILES RICAURTE		12	8	01	1	2
13195	6 DE OCTUBRE		12	1	02	1	2
13197	BLANCA HINOSTROZA YELA		12	8	01	1	2
13198	PROVINCIA DEL CARCHI		12	7	01	1	2
13199	RICARDO CALERO ZULOAGA		12	8	01	1	2
13200	10 DE AGOSTO	BR CENTRAL PLAZOLETA	12	1	03	1	2
13201	J. ORION LLAGUNO		12	7	01	1	2
13202	MANUEL BENJAMIN CARRION MORA	CALLEJON REAL Y SIMON BOLIVAR	12	1	03	1	2
13203	VICTOR MERCANTE	6 DE OCTUBRE - 13 ENERO	12	8	51	1	2
13204	EDUARDO RODRIGUEZ		12	6	51	1	2
13205	ARCADIO SOTO SANTANA	14 DE JUNIO Y 6 OCTUBUBRE	12	8	51	1	2
13206	ABDON CALDERON GARAICOA		12	1	55	1	2
13207	TAHUANTINSUYO		12	7	01	1	2
13208	FEDERICO PROAÑO		12	8	51	1	2
13209	TOMAS MARTINEZ		12	1	55	1	2
13210	VICTOR EMILIO ESTRADA(P.CENTRAL)		12	8	51	1	2
13211	ELOY ALFARO #13		12	1	55	1	2
13212	CRISPIN CEREZO		12	8	51	1	2
13213	HUMBERTO GAVILANEZ ALAVA		12	6	51	1	2
13214	MANABI		12	1	55	1	2
13215	JULIA BELTRAN DE GONZALEZ		12	8	51	1	2
13216	TEODORO MALDONADO CARBO		12	7	01	1	2
13218	GONZALO ZALDUMBIDE		12	8	51	1	2
13219	SEGUNDO BUENAVENTURA BURGOS		12	6	51	1	2
13220	GUILLERMO TROYA CARRIEL		12	1	55	1	2
13221	MAINAS		12	7	01	1	2
13222	JACINTO SERAFIN BENITEZ		12	8	51	1	2
13223	ABDON CALDERON MUNOZ	CDLA. 4 DE MAYO	12	1	03	1	2
13224	ALBERTO CARLIER CASTRO		12	8	51	1	2
13225	RIO GUAYAS		12	7	01	1	2
13226	CACHARI		12	1	55	1	2
13227	JUSTINO LANDIVAR LEON		12	6	51	1	2
13228	DEMETRIO AGUILERA MALTA		12	8	51	1	2
13229	MARIA ANTONIETA BERMEO ICAZA		12	1	55	1	2
13230	JORGE CRESPO TORAL		12	7	01	1	2
13231	ALBERTO EINSTEINS		12	8	51	1	2
